team_id,event_team_name,formation_final,slot_id,base_pos,merged_pos,dominant_cluster,n_events,touches,passes,pass_acc,avg_pass_len,forward_pass_share,backward_pass_share,passdir_back,passdir_left,passdir_right,passdir_center,prog_passes,final_third_entries,box_entries,long_passes,switches,prog_pass_share,prog_pass_completed_share,final_third_entry_pass_share,box_entry_pass_share,short_pass_share,long_pass_share,switch_pass_share,progression_x_mean,mean_x,mean_y,std_x,std_y,final_third_share,middle_third_share,defensive_third_share,wide_left_share,wide_right_share,central_share,opp_half_event_share,box_touch_share,def_actions,aerials,dribbles,losses,shots,high_def_actions,box_shots,high_def_action_share,def_action_x_mean,box_shot_share,minutes_played,team_events,team_passes,team_def,team_shots,team_touches,event_share_team,pass_share_team,def_share_team,shot_share_team,touch_share_team,mean_y_sym,wide_share,passdir_wide,n_events_p90,touches_p90,passes_p90,def_actions_p90,aerials_p90,dribbles_p90,losses_p90,shots_p90,prog_passes_p90,final_third_entries_p90,box_entries_p90,long_passes_p90,switches_p90,high_def_actions_p90,box_shots_p90,n_obs_dominant,mean_cluster_conf,mean_minutes_played,dominant_cluster_share,dominant_cluster_conf_mean,n_matches,merged_pos_abbr,ui_slot,prototype_key,ui_slot_label
18,Southampton,4-2-3-1,DMC_1,DMC,DMC,DMC_C1,88.0,84.5,66.0,0.964128163454841,16.805990836504865,0.3938936614813094,0.6061063385186904,0.6524262827954492,0.035871836545159,0.1036684467146505,0.2080334339447411,2.5,5.0,0.5,9.0,9.0,0.0391223589505456,0.0391223589505456,0.0733689342930113,0.0068493150684931,0.3390991409333642,0.1346644996517297,0.1330392384490364,-1.4419513457556936,45.94200310559006,43.86816770186336,19.58993091925061,23.871671306830365,0.1832298136645961,0.4761904761904761,0.3405797101449275,0.20703933747412,0.3969979296066251,0.3959627329192546,0.4337474120082815,0.0178571428571428,10.0,0.5,2.5,0.0,0.0,4.0,0.0,0.4,43.125,,100.0,698.0,481.0,88.0,5.5,635.0,0.1261865524060645,0.1368387709851123,0.1136950904392764,0.0,0.1334111806679947,6.131832298136644,0.6040372670807453,0.1395402832598096,79.30372148859544,76.08943577430972,59.54981992797119,9.003601440576231,0.4411764705882353,2.2058823529411766,0.0,0.0,2.241896758703481,4.53781512605042,0.4591836734693878,8.139255702280913,8.157262905162066,3.601440576230492,0.0,2,0.7586843848244453,100.0,0.6666666666666666,0.7586843848244453,3,DMC,DMC_1,18__Southampton__4-2-3-1__DMC_1,DMC_1 — DMC_C1
18,Southampton,4-2-3-1,DMC_2,DMC,DMC,DMC_C0,42.333333333333336,33.666666666666664,26.0,0.8511486486486487,16.28627477396486,0.5036711711711712,0.4829954954954955,0.5633558558558559,0.1742117117117116,0.0792117117117117,0.1832207207207207,2.0,1.6666666666666667,0.3333333333333333,4.333333333333333,4.333333333333333,0.0863513513513513,0.0446846846846846,0.0493693693693693,0.009009009009009,0.4437837837837837,0.1773873873873873,0.1698873873873873,0.4330747126436783,43.33870689655172,57.26804597701149,20.225014199706678,23.9552159973445,0.107471264367816,0.5985632183908046,0.2939655172413793,0.4367816091954022,0.1540229885057471,0.4091954022988506,0.3862068965517242,0.0198275862068965,7.666666666666667,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,2.333333333333333,0.3333333333333333,0.325,42.98666666666667,0.5,59.333333333333336,704.0,480.6666666666667,91.66666666666669,6.333333333333333,634.3333333333334,0.0603901285124884,0.054608953479234,0.0831963041265366,0.0972222222222222,0.0535444119871323,7.268045977011489,0.5908045977011495,0.2534234234234234,63.92675102828016,50.41027886564462,39.02205144352824,11.508669041387046,1.6656662665066029,0.93297974927676,0.4918032786885247,0.93297974927676,3.090449294471888,2.408389585342334,0.4918032786885247,6.7233286757325885,6.55226024836164,3.5316257650601224,0.4411764705882353,3,0.7909859761671613,59.333333333333336,1.0,0.7909859761671613,3,DMC,DMC_2,18__Southampton__4-2-3-1__DMC_2,DMC_2 — DMC_C0
18,Southampton,4-2-3-1,DR,DR,DR,DR_C1,73.5,67.0,57.5,0.793076923076923,21.15537013932646,0.5292307692307692,0.463076923076923,0.4976923076923077,0.01,0.2576923076923076,0.2346153846153846,7.5,6.0,5.5,15.0,16.0,0.1315384615384615,0.0684615384615384,0.1084615384615384,0.1007692307692307,0.2769230769230769,0.27,0.29,2.0547138047138045,43.40165544332211,16.64789562289562,24.655828621928045,13.805971366566084,0.2166105499438832,0.4043209876543209,0.3790684624017957,0.0061728395061728,0.8700897867564534,0.1237373737373737,0.3706509539842873,0.0274971941638608,9.0,2.0,0.5,0.0,0.0,0.5,0.0,0.05,20.0225,,99.5,728.0,495.5,94.5,6.5,651.0,0.10081911520459,0.1156841161121982,0.0949494949494949,0.0,0.1027422976926727,33.35210437710438,0.8762626262626263,0.2676923076923077,66.59981814507981,60.698625985047485,52.12416649828248,8.128914932309558,1.8230955748636088,0.4591836734693878,0.0,0.0,6.792281268943221,5.414730248535058,4.95554657506567,13.543645180844614,14.434734289755504,0.4455445544554455,0.0,2,0.994585354682616,99.5,0.6666666666666666,0.994585354682616,3,DR,DR,18__Southampton__4-2-3-1__DR,DR — DR_C1
18,Southampton,4-2-3-1,FW,FW,FW,FW_C0,35.666666666666664,32.666666666666664,14.333333333333334,0.8119658119658121,15.208482680060325,0.3158323158323158,0.6841676841676841,0.6117216117216117,0.074074074074074,0.0634920634920634,0.2507122507122507,1.0,1.0,1.0,1.6666666666666667,1.3333333333333333,0.0476190476190475,0.0158730158730158,0.0476190476190475,0.0476190476190475,0.4175824175824175,0.0891330891330891,0.0732600732600732,-1.26824354657688,58.94180695847362,47.00090909090909,24.14438132249154,20.778848419911217,0.379685746352413,0.4865319865319865,0.1337822671156004,0.2343434343434343,0.280976430976431,0.4846801346801346,0.5668350168350168,0.1931537598204264,3.333333333333333,1.0,2.0,3.0,2.333333333333333,1.0,2.333333333333333,0.25,49.14166666666666,1.0,68.66666666666667,704.0,480.6666666666667,91.66666666666669,6.333333333333333,634.3333333333334,0.0498500544419606,0.0293782926154292,0.03586250097878,0.3583333333333333,0.050496193903071,12.423131313131314,0.5153198653198653,0.1375661375661375,45.82674640155446,41.43749174668452,18.45903525816371,4.320492746514742,1.3260955686770173,2.5773925182516177,3.903488086928635,3.218793035144975,1.139240506329114,1.139240506329114,1.139240506329114,2.0107906204606767,1.6310437850176385,1.475409836065574,3.218793035144975,3,0.7831736538440505,68.66666666666667,1.0,0.7831736538440506,3,FW,FW,18__Southampton__4-2-3-1__FW,FW — FW_C0
18,Southampton,4-2-3-1,GK,GK,GK,GK_C0,63.5,53.5,46.0,0.6565110565110566,35.69012628847308,0.9818181818181818,0.0181818181818181,0.6653562653562654,0.0771498771498771,0.0542997542997542,0.2031941031941031,26.5,7.5,0.0,26.0,15.0,0.5968058968058968,0.2533169533169533,0.1584766584766584,0.0,0.0815724815724815,0.5744471744471744,0.3213759213759213,19.29659090909091,13.910833333333333,52.25212121212122,9.245020639473474,12.520042750490532,0.0,0.0299242424242423,0.9700757575757576,0.1244949494949494,0.0662878787878787,0.8092171717171717,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.525000000000002,,99.5,728.0,495.5,94.5,6.5,651.0,0.0870564698776989,0.0923577136333985,0.0212121212121212,0.0,0.0818828413349485,2.681212121212127,0.1907828282828282,0.1314496314496314,57.56617498484543,48.51889270559709,41.74025055566781,1.8094564558496664,0.0,0.0,0.0,0.0,23.982117599515053,6.819559506971106,0.0,23.56385128308749,13.625479894928269,0.0,0.0,2,0.8778482808311103,99.5,0.6666666666666666,0.8778482808311103,3,GK,GK,18__Southampton__4-2-3-1__GK,GK — GK_C0
18,Southampton,4-3-1-2,AMC,AMC,AMC,AMC_C1,52.0,48.0,30.0,0.9,18.40444034589098,0.2333333333333333,0.7333333333333333,0.4666666666666667,0.0666666666666666,0.2666666666666666,0.2,1.0,1.0,3.0,4.0,6.0,0.0333333333333333,0.0,0.0333333333333333,0.1,0.3,0.1333333333333333,0.2,-1.1769230769230774,57.31730769230769,31.32692307692308,17.670488537625978,25.473377994002664,0.3461538461538461,0.5576923076923077,0.0961538461538461,0.173076923076923,0.6730769230769231,0.1538461538461538,0.6153846153846154,0.0,6.0,2.0,1.0,4.0,3.0,1.0,0.0,0.1666666666666666,40.23333333333333,0.0,98.0,578.0,387.0,89.0,7.0,516.0,0.0899653979238754,0.0775193798449612,0.0674157303370786,0.4285714285714285,0.0930232558139534,18.673076923076923,0.8461538461538463,0.3333333333333333,47.755102040816325,44.08163265306123,27.551020408163264,5.510204081632653,1.836734693877551,0.9183673469387756,3.673469387755102,2.7551020408163267,0.9183673469387756,0.9183673469387756,2.7551020408163267,3.673469387755102,5.510204081632653,0.9183673469387756,0.0,1,0.5122167435406361,98.0,1.0,0.5122167435406361,1,AMC,AMC,18__Southampton__4-3-1-2__AMC,AMC — AMC_C1
18,Southampton,4-3-1-2,DC_1,DC,DC,DC_C1,107.0,98.0,86.0,0.8255813953488372,23.4165354108628,0.686046511627907,0.313953488372093,0.7325581395348837,0.0116279069767441,0.1162790697674418,0.1395348837209302,24.0,12.0,3.0,23.0,22.0,0.2790697674418604,0.1395348837209302,0.1395348837209302,0.0348837209302325,0.1162790697674418,0.2674418604651162,0.2558139534883721,7.313084112149534,34.59906542056075,31.567289719626167,20.650549334038708,18.48224939191877,0.0747663551401869,0.3738317757009345,0.5514018691588785,0.0654205607476635,0.6635514018691588,0.2710280373831775,0.1869158878504672,0.0093457943925233,13.0,3.0,0.0,0.0,1.0,2.0,0.0,0.1538461538461538,33.45384615384615,0.0,98.0,578.0,387.0,89.0,7.0,516.0,0.185121107266436,0.2222222222222222,0.146067415730337,0.1428571428571428,0.189922480620155,18.43271028037384,0.7289719626168224,0.127906976744186,98.26530612244898,90.0,78.9795918367347,11.93877551020408,2.7551020408163267,0.0,0.0,0.9183673469387756,22.040816326530614,11.020408163265309,2.7551020408163267,21.12244897959184,20.20408163265306,1.836734693877551,0.0,1,1.0,98.0,1.0,1.0,1,DC,DC_1,18__Southampton__4-3-1-2__DC_1,DC_1 — DC_C1
18,Southampton,4-3-1-2,DC_2,DC,DC,DC_C0,84.0,76.0,57.0,0.9298245614035088,27.215717444556013,0.6140350877192983,0.3859649122807017,0.7368421052631579,0.1403508771929824,0.0175438596491228,0.1052631578947368,5.0,5.0,1.0,23.0,33.0,0.087719298245614,0.0526315789473684,0.087719298245614,0.0175438596491228,0.1578947368421052,0.4035087719298245,0.5789473684210527,2.35,34.070238095238096,70.45357142857142,19.423354342608576,14.73311528110748,0.0595238095238095,0.4523809523809524,0.4880952380952381,0.7261904761904762,0.0119047619047619,0.2619047619047619,0.1666666666666666,0.0238095238095238,15.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,21.84,,98.0,578.0,387.0,89.0,7.0,516.0,0.1453287197231834,0.1472868217054263,0.1685393258426966,0.0,0.1472868217054263,20.453571428571426,0.738095238095238,0.1578947368421052,77.14285714285714,69.79591836734694,52.3469387755102,13.775510204081632,2.7551020408163267,0.0,0.9183673469387756,0.0,4.591836734693878,4.591836734693878,0.9183673469387756,21.12244897959184,30.3061224489796,0.0,0.0,1,0.9784866285364529,98.0,1.0,0.9784866285364529,1,DC,DC_2,18__Southampton__4-3-1-2__DC_2,DC_2 — DC_C0
18,Southampton,4-3-1-2,DL,DL,DL,DL_C0,72.0,66.0,42.0,0.7380952380952381,20.03110721838964,0.5238095238095238,0.4761904761904761,0.3333333333333333,0.3333333333333333,0.0238095238095238,0.3095238095238095,7.0,4.0,5.0,11.0,7.0,0.1666666666666666,0.0714285714285714,0.0952380952380952,0.119047619047619,0.2619047619047619,0.2619047619047619,0.1666666666666666,1.0972222222222228,55.65277777777778,85.49722222222222,23.598639088370355,19.99842932017076,0.375,0.4444444444444444,0.1805555555555555,0.9305555555555556,0.0555555555555555,0.0138888888888888,0.5138888888888888,0.0416666666666666,13.0,1.0,3.0,1.0,0.0,3.0,0.0,0.2307692307692307,40.38461538461539,,66.0,578.0,387.0,89.0,7.0,516.0,0.1245674740484429,0.1085271317829457,0.146067415730337,0.0,0.127906976744186,35.49722222222222,0.9861111111111112,0.3571428571428571,98.1818181818182,90.0,57.27272727272727,17.727272727272727,1.3636363636363635,4.090909090909091,1.3636363636363635,0.0,9.545454545454543,5.454545454545454,6.818181818181818,15.0,9.545454545454543,4.090909090909091,0.0,1,0.9280496993791334,66.0,1.0,0.9280496993791334,1,DL,DL,18__Southampton__4-3-1-2__DL,DL — DL_C0
18,Southampton,4-3-1-2,DR,DR,DR,DR_C0,60.0,56.0,43.0,0.8604651162790697,16.57414011444698,0.3953488372093023,0.6046511627906976,0.5813953488372093,0.0930232558139534,0.1860465116279069,0.1395348837209302,3.0,2.0,1.0,2.0,3.0,0.0697674418604651,0.0465116279069767,0.0465116279069767,0.0232558139534883,0.2325581395348837,0.0465116279069767,0.0697674418604651,-1.1333333333333335,49.423333333333325,37.92,24.367506612927663,35.08592745082771,0.2833333333333333,0.4,0.3166666666666666,0.3166666666666666,0.6666666666666666,0.0166666666666666,0.5166666666666667,0.0666666666666666,10.0,0.0,2.0,1.0,1.0,2.0,1.0,0.2,33.76,1.0,98.0,578.0,387.0,89.0,7.0,516.0,0.1038062283737024,0.1111111111111111,0.1123595505617977,0.1428571428571428,0.1085271317829457,12.080000000000004,0.9833333333333332,0.2790697674418604,55.10204081632653,51.42857142857143,39.48979591836735,9.183673469387756,0.0,1.836734693877551,0.9183673469387756,0.9183673469387756,2.7551020408163267,1.836734693877551,0.9183673469387756,1.836734693877551,2.7551020408163267,1.836734693877551,0.9183673469387756,1,1.0,98.0,1.0,1.0,1,DR,DR,18__Southampton__4-3-1-2__DR,DR — DR_C0
